name,creator,price,rating,ratingCount,salesCount,recommendation,affiliateRate,category,source,productUrl
"SWOT Analysis - Notion Template","How To Use Notion",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://dcrxp"
"🏡 Home Inventory Notion Template","Alejandro",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://uilkr"
"FREE | Minimal Notion Icons","Jai",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://yartx"
"Weekly Spread For Notion","Red Gregory",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://yqmcv"
"KJV Bible in Markdown for Obsidian, iA Writer","Ellane W",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://zoluis"
"Notion Link In Bio","Burk",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://iomqk"
"Task & Project Manager","Arpit",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://pbcta"
"Bug Bounty Vulnerabilities - Notion Template","Nithin Ravi",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://swwab"
"Simple Note Taking Dashboard for Notion","Philipp Stelzel",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://qbneq"
"Meeting Recap | Email Template","Jeff Su",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://ioktd"
"Notion Running Template (log, manage knowledge, plan)","Bence Szabo",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://tdbkt"
"📝 Personal Project Management Exercise","Workcraft Labs",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://myDnb"
"Taskforce - Ultimate Company OKR Tracker","Notion Punk",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://floup"
"[Free Template] Daily Habit Maker","NotionDot",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://qwpxfi"
"Notion Projects + Sub Tasks (Notion Template)","Demetri Panici",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://kfjao"
"D&D 5e Character Sheet · Notion template","Gubbins",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ugchji"
"💵 Finance Flow - Notion Template 💵","The Notion Noob",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://nhqhg"
"Fic Writing Organizer - Notion Template","Nospheratt",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://kvhfc"
"UI Typography Guide","UX DEPARTMENT",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://zxqtt"
"Business Wishlist [Notion Template]","NOXEN STUDIO",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ikzLA"
"Entertainment (Notion Template)","Bloom Planner",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://mmuuvx"
"Notion Automations for Newbies (NAFN)","Notion Punk",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://uoihlk"
"Notion Habit Tracker (With onboarding)","Yes! Creative",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://LNDVB"
"How To Newsletter","Nihal",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://knlpit"
"Booklist | Notion","Taskspaces",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ymczzl"
"Little Library 1.0 - Reading Tracker Notion Template","Hoko NgPh",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://kdyys"
"Connect to Your Values","Simple. Sorted.",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://pdkxns"
"Notion Template for Family Tree Database","Yassen Shopov",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://imurmc"
"600 FREE ChatGPT Prompts (From Beginner Prompts to Expert-Level)","ChatGPTCrafters",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://axetni"
"Product Design Resource Pack (Free)","UX DEPARTMENT",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://yexxz"
"Social Media Dashboard Notion Template","Randy Valencia",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://yabqar"
"Grocery & Shopping Template","Enos Sopacuaperu",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://zegxb"
"Energy Tracker Notion Template","Productive Setups",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://xztqna"
"FREE chatGPT prompt pack. (part one)","proaitool",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://dmlpw"
"Daily Organizer – Your Simple Template for Everyday Productivity","Min",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://mdheqn"
"1000+ ChatGPT Prompts for Social Media.","proaitool",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://abkwlz"
"Notes & Tasks","Locominder",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://hvpbz"
"Notion Mini Wallet | Keep Your Finance Healthy","Talentpreneur | Home for Creative Digital Creator",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://xmcqh"
"Notion Mini Event | Organize Like a Pro","Talentpreneur | Home for Creative Digital Creator",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://alkad"
"Student Planner","JNKxStudio",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://tjxrm"
"Morning Writing Routine Template (Notion + Roam)","Kavir Kaycee",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://dgbTtT"
"Notion Icons - Freebie 580+ Icons Pack","Overflow Design",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://vdjqu"
"Notion Icons #1 - In New Notion Colours!","Jo Lodge",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://xagzPh"
"Flexible AI Toolbox for Student Assignments Template by Teaching with Machines","Merissa Sadler-Holder",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://rzpcu"
"Notion: Medicine Archive","Aldwin Nou",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://asipkz"
"Fitness Planner OS","Thesauros",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://amkdg"
"Wellness Hub OS","Thesauros",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://hdjmlv"
"The Perfectionist's Guidebook Notion Template","Theresa Dinh",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://hzzyew"
"My Wardrobe","Life-Guide",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://xllxo"
"Clarity System for Entrepreneurs (Notion)","Simon Processized",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ulucex"
"Notion Project Management","IDEC",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://emwjyt"
"Notion Movie Tracker","Vicky Chris",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://buymm"
"Student Dashboard","Saurabh | Notion",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://riihax"
"Notion In Arabic Course","Meda Academy",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ttsxo"
"80,000+ Editable Canva Templates Bundle","Lokesh Kumar",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://myyjph"
"User interview meeting structure","PM optimizer",0,8,8,,"RECOMMENDED","partner","template","gumroad_new","https://zkqhz"
"Build With Me: Portfolio Website Notion Template","The Organized Notebook",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ixqkq"
"💳 iManage! My Transactions - Notion Template","Ian Dikhtiar",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/145902419/tfyjm"
"Simple Weight Loss Tracker for Notion","Philipp Stelzel",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/117590867/iaqyb"
"99 No-Code Tools Notion Template","Philipp Stelzel",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/117590867/flrwo"
"Notion Minimalist Resume (CV)","Design Freaks",0,8,8,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/1051518675/pdcro"
"Getting Things Done","The VA Project",0,5,5,57,"RECOMMENDED","partner","template","gumroad_new","https://gmnnlo"
"Smile File: Boost Your Creativity By Saving Things That Make You Happy","Dave Meier",5,3,3,56,"RECOMMENDED","partner","template","gumroad_new","https://pllts"
"Notion KaTeX Modules","Gosdee",0,2,2,156,"RECOMMENDED","partner","template","gumroad_new","https://drpac"
"📸 Explore the World Through Your Lens And Transform The Way You See The World - Photography Mastery Guide","Ian Dikhtiar",9,2,2,55,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/145902419/hbjve"
"List of Unicorns Dashboard - Sept 2021 | Aesthetic Notion Template Download","The Notion Bar by Frances Odera Matthews",0,,,155,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/506154195/xSEKqO"
"Notion Topic Cover Photos (Light & Dark) - 180 photos","The Organized Notebook",0,4,4,72,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://aqrkf"
"Need Help With Notion?","Notion Workflow Templates & Consulting",0,4,4,72,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ixkdf"
"Meditation journal - Notion template","Afiya Anam",5,2,2,52,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ifdos"
"🏠 The Ultimate Notion Dashboard for Real Estate Investors","Ian Dikhtiar",165,1,1,49,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/145902419/wQBJuX"
"Notion Date Nights - Embracing Our Teenage Past","MD Meets Techie",6.99,1,1,47,"RECOMMENDED","partner","template","gumroad_new","https://liffs"
"Wellness tracker - Notion template","AA Digital templates",12,1,1,47,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://zoybr"
"Premium Digital Wedding Panner","Rhiley Murphy - Murphyfilm.co",10,2,2,43,"RECOMMENDED","partner","template","gumroad_new","https://kkggg"
"Notion Template: 28 Days of Yoga","Molly @ Notionology",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://OTNpw"
"PocketManager v1.0","Juancho Jack",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://nrmrpe"
"human design roadmap","Sue-Jan Noreiga",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://nepxh"
"Job Search For Notion","Red Gregory",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ulxnv"
"Obsidian Daily, Weekly, Monthly, and Yearly Templates","Aidan Helfant",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://ozuuql"
"Notion Reading List","Nathalia",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://enzhx"
"New Year Resolutions Hub","Bardeen",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://mjiud"
"Gestionnaire de tâches","Julien Lesourd",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://wvwfi"
"Notion Fitness Tracker","Notionland",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://hwios"
"UX Project Kickoff Guide [FREE]","Chris from UX Playbook",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://mvbro"
"Minimalist Daily Planner & Journal (with Buttons)","Weisi Notes",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://pxlxb"
"Assist OS - Ghibli Style Planner","My Digital Brain",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://knkxml"
"FREE - Super Bullet Journal Notion Template (2022 Q1)","Store the Stories",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://xseen"
"Student Dashboard Notion Template","Hossam 🧬",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://pozRNe"
"Notion Template Indexer","Shosan",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ywjwj"
"Recipe Book - Notion Template","Nick Lafferty",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://mgbicb"
"Money Tracker (Notion Template)","Fronk (@itskeeplearning)",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://UTiiW"
"Weekly Agenda - GTD","DaQuan Williams",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://iFIzb"
"The Magnetic Offer: A Blueprint","joshlawrence2",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://pnktv"
"Notion Resume Template","Trendy Templates",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ddczu"
"Random inspirational quotes for Notion","Stable Diffusion Art Store",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://jbdzk"
"Notion Creative Flow Template","Tasia Creates",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://hzxji"
"🇺🇸 50 States Quest","NotionQuest",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://ocpum"
"Spaced Repetition OS","The Notion Noob",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://ltsgb"
"Reflection Journal for Teams - Notion template","ManagerHacks by Mona",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://qkecg"
"Travel Dashboard","The VA Project",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://oxlln"
"Student OS","Slurp",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://jbhkh"
"Notion Cover Images #2","Jo Lodge",0,7,27,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://pfppv"
"Client Brand Proposals Notion Template","chloeforbesk",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://jzifk"
"Vinyl Cover Mockup Vol.5 (PSD)","wendelinjacober",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://lxcrt"
"CarSalesGuy Free Email Templates","CarSalesGuy",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://apijh"
"The Ultimate Email Marketing Guide for Content Creators","Shannon Marie ✧ Brand Expert",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://xdapke"
"The One & Only - Notion Template For Mentors","Federico Maffini",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://sgygeh"
"Product Manager OS","Harkirat Singh",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://dzkcn"
"Digital Life Organizer Notion Template for Busy People All-in-One Planner Download Productivity Tool Goal Tracker Vision Board","Digital Coziness",0,3,3,140,"RECOMMENDED","partner","template","gumroad_new","https://njjuwy"
"*Free* Website Content Gathering Notion Template","jopeezapido",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://djyvxq"
"Notion Resume Templates","Alex",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://opvmnt"
"Notion Discipline Builder","Capable Content",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://edzjp"
"Master Keyword Research in 7 Days","Nick Eubanks",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://uCpSm"
"100 Business Infographics for Instagram, Canva Editable Templates","Kevin Dart",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://tqpnm"
"Notion Team OKRs 🇩🇪","Notioneers",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://shooo"
"Complete Habit Tracker","Jason's Notion Templates",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://iehdh"
"Notion Decision Journal Template","Tem Nugmanov",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ZutzIk"
"Storybook for Notion - Outlining tool for writers","Writing Quest",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://mbfbz"
"Enrichment Planner - Organize your books, podcasts, videos, & other resources in a single hub (Notion)","Haonmade Studios",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://htmnb"
"ChatGPT Mastery - Prompt Engineering Guide","AI for Business",11,,,40,"RECOMMENDED","partner","template","gumroad_new","https://tzofh"
"Ultimate Marketing ChatGPT-4 Prompts Template","Muhtashem",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://ejutka"
"Expense Tracker","Min",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://cvffs"
"Notion Client Onboarding Template For Freelancers","Simple.ink | Notion website builder: free, fast, no-code",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://IqNkeB"
"Notion Life Manager for Casual Users","Haonmade Studios",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ahrpai"
"10 Cottagecore/Picnic Aesthetic Notion Covers | With & Without Headings","Hafsah | Notion Templates",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://civqe"
"Digital Housekeeping Checklist ⇢ Notion Template","Notion for Nonprofits",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://rxhgh"
"Finance Tracker OS","Thesauros",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://jkjgfh"
"Notion setup 2024","Maria Soriano",0,7,20247,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://wcfhwk"
"Magical Places Template","Theresa Dinh",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://LuHlwa"
"Notion Water Intake Tracker","Theresa Dinh",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://yruhre"
"Medical School → Student Dashboard | Standard Edition","Nina W's Notion Goodies",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://tOPsj"
"AutoPlanner (w/ Notion AI)","Richard's Productivity Store",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://dqvfl"
"Notion Tech Job Application Tracker","Alexis Walker",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://pvfpxt"
"Matrice d'Eisenhower sur Notion","Lou Attal",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ehsdqu"
"Memento Mori Notion Template","Prakash Joshi Pax",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://bebkp"
"The Ultimate Coping Toolbox Notion Template","CreativTools",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://dqkpsp"
"Create Your Life cheatsheet + Daily Planner Template","D",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://kzsvu"
"Project Management","Brooke",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://dmfsr"
"Professional Portfolio","HEYALBERT DIGITAL",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://sukdvo"
"Quick Budget Tracker","Digital Brain Kaizen",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://uszik"
"Modèle Notion - La liste de tâches","Lou Attal",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://scjqwb"
"Goals Tracker","Eve",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://nmmxdh"
"Project Tracker","feelsDone.",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://uimyc"
"Work Planner for Notion","JNKxStudio",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://lewlyv"
"Easy Flashcard System Notion","Notion Avenue",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://dktkkt"
"Modèle Notion - Tracker d'habitudes 🎯","Robin Tyonnel",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://arjnxm"
"Free Goal Tracker","Notion Avenue",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://ftejlr"
"Digital Product Ideas","Tyler Pham",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://azluvm"
"Notion Daily Journal","Eazypath",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://yezsm"
"Workout Tracker","lowk",0,7,7,,"RECOMMENDED","partner","template","gumroad_new","https://gpsgcz"
"2025 Notion Gratitude Journal | Aesthetic Template Download | The Happiness Bar","The Notion Bar by Frances Odera Matthews",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/506154195/rdlva"
"Notion Freelance Template","Templates For Notion",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/822660307/oqzoo"
"Notion Portfolio","Severin",0,7,7,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402026707/qzrhv"
"Ultimate Notion Finance Bundle","Sanat | The Accountant Guy (Finance Products)",39,3,3,40,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/qaozt"
"1500+ ChatGPT Prompts for Social Media Marketing","Umar",10,2,2,35,"RECOMMENDED","partner","template","gumroad_new","https://uyyso"
"Social Media Planner Notion Template","Sparxno",3.99,1,1,35,"RECOMMENDED","partner","template","gumroad_new","https://lzuvy"
"🏘️ iManage! Property Portfolio - Notion Template","Ian Dikhtiar",15,3,3,35,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/145902419/taucr"
"Product Vision and Strategy","Nino",37,1,1,34,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/955963603/rvpsn"
"🏡 iManage! - All-in-One Property Management Tool + 📦 Bundle","Ian Dikhtiar",179,1,1,33,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/145902419/zltma"
"🎨 AI Generated Images Made Easy! - AI Image Generation OS","Ian Dikhtiar",45,3,3,32,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/145902419/oxaqb"
"🤔 Satisfy Your Curiosity, Expand Your Mind - The Book Worm","Ian Dikhtiar",20,1,1,32,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/145902419/cefti"
"🌍 Save Planet (And Money) Effortlessly Without Leaving Home - Energy Efficiency Checklist","Ian Dikhtiar",19,,,32,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/145902419/tjrni"
"Mortgage Payment Tracker","Sanat | The Accountant Guy (Finance Products)",9,,,30,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/hoqzin"
"Earn online on upwork. A training from $100,000+ UI designer","Sheikh Naveed",100,,,29,"RECOMMENDED","partner","template","gumroad_new","https://rhmzjn"
"Simplified Goals Tracker","Shreyansh Kumar",20,2,2,29,"RECOMMENDED","partner","template","gumroad_new","https://wbdum"
"Task manager xTiles template","Royal Cool",17,1,1,28,"RECOMMENDED","partner","template","gumroad_new","https://lghxi"
"📈 Social Media Planner - Notion Template","Ian Dikhtiar",50,1,1,28,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/145902419/btbdxx"
"Payment Receipts PDF Generator","Sanat | The Accountant Guy (Finance Products)",9,,,28,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/402782931/clilc"
"A Realistic Guide to Time Management","Nihal",0,5,5,26,"RECOMMENDED","partner","template","gumroad_new","https://gumroad.com/a/719618259/dbcomo"
"Notion Template for Investment Tracking (with added Python Automation)","Yassen Shopov",10,,,23,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://pltpx"
"FREE Instagram Template Post Animated Mini Bundle for Canva","Keikoya Canva Templates",0,6,6,3,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://guqqh"
"Second Brain by Notionery","Notionery",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://qeykc"
"Notion Habit Tracker","Ayk Martirosyan",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://nSlZB"
"Christmas Gift Tracker | Notion Template","Jaime's Creations",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://dpqsk"
"Product Notion: Free Roadmap & Backlog","StartupMill",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://Zywzk"
"Top Chat GPT Prompts for Marketing & Advertising","Ross Fledderjohn",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://hsvupm"
"Belief Debugging","Serj Solarkpunk | The Augmentor Academy",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://cLUue"
"Projects By Energy Notion Template [BASB Module]","Serj Solarkpunk | The Augmentor Academy",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://bANSo"
"Simple Subscription Tracker","Kevin",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://htxpz"
"📚 LIBRARY - Notion Template","Notion for Productivity",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://qfzmb"
"Minimalistic Content Planner","motionbypar",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://oeggp"
"🗂 PARA Method Notion Template","Alejandro",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://ccwzw"
"Time Blocking Guide","Fronk (@itskeeplearning)",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://sYTTz"
"Writer's Hub : 25+ Writing Resources","Sarvam Fating",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://umjdt"
"Notion Daily, Weekly & Monthly Planner","Tenille",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://wmgcy"
"iNNERVERSE 🧠 | WEEKLY PLANNER [notion]","iNNERVERSE 🧠 DAO",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://pporu"
"Notion Shaan's LIFE Dashboard","Templates For Notion",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://xrkax"
"Password Manager","The Solo Social",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://zbbcku"
"Group Project Manager","The Solo Social",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://engeu"
"Free Notion Template For Students","Dedic",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://rwnohw"
"Brand Design Brief Template","UX DEPARTMENT",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://znfnx"
"Content Tracker for Notion | Simple but effective content and entertainment tracker","Kenneth MacDonald",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://hrzpr"
"Inktober Notion template","NotionFlows",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://gbnTd"
"Brag Document","Stefanos Karakasis",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://wfumk"
"Health & Wellness Habit Tracker Notion Template","Ahsante Bean",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://bzZCl"
"Creativ Axure Template","Axure Themes",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://Ycjt"
"Quick Wins Notion Template","Productive Setups",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://jhrqon"
"Digital Note-Taking and Topic-Saving Hub | Personal Knowledge Base | Memory Hub","NotionPlates",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://hakob"
"Meal Planner Template","donbader",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://ufzmm"
"Social Calendar (Notion template)","Miha",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://lyvmg"
"Sales CRM Notion Template","chloeforbesk",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://nwhac"
"Lead Magnet Kit (Notion + Canva)","chloeforbesk",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://zfcuv"
"3D Notion Marketing Kit for Figma","Naman Rajput",0,6,6,,"HIGHLY RECOMMENDED","partner","template","gumroad_new","https://rwwnp"
"Run Your Newsletter Like a Restaurant","John Nicholas",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://jpkzz"
"Line Grass and flower","LunaFYAugust",0,6,6,,"RECOMMENDED","partner","template","gumroad_new","https://HdVpk"
