name,creator,price,rating,ratingCount,salesCount,type,subcategory,recommendation,affiliateRate,source,productUrl
"Daily Positive Quote - Be inspired by an inspirational affirmation every day (Notion Template)","Philipp Stelzel",14,12,12,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/117590867/ppowq"
"Notion Professional Creator Pack","donbader",18,12,12,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/1056835283/miwvz"
"Course Builder Notion Template","Solt Wagner",29,12,12,,"course","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/883590867/bsdfrl"
"Notion Website Template","Solt Wagner",0,17,17,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/883590867/gatsb"
"100+ Notion Shortcuts Database","iNotion",4,12,12,,"template","content","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/39386835/lbksm"
"Stoic Life Calendar","Pascio",15,6,6,117,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/919154899/zjyzzp"
"Formules Notion - Débutant","Lou Attal",0,12,12,94,"template","design","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mqeue"
"Notion Smart Financial - Complete finance management","Mohamad Aizat Bin Ismail",10.73,5,5,133,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/voqlvv"
"The Ultimate Travel Planner Notion Template","Nica of The Seeker Society",7.95,1,1,232,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/fukxu"
"Notion Goals & Vision Board Template","Tulip",0,5,5,232,"template","goals","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/yacqkm"
"Notion Content Creator","Matt Bio",39,4,4,147,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/346433235/frvlu"
"2025 Yearly Planner","JNKxStudio",0,16,16,5,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/cmuhjb"
"Ultimate Black British History Reading List  | Aesthetic Notion Template Download","The Notion Bar by Frances Odera Matthews",0,,,322,"template","reading","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/506154195/QEYPG"
"The Ultimate Expense Tracker","donbader",0,16,16,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nmoao"
"Notion Resources Manager","Temply",0,16,16,,"tool","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/hdwys"
"Second brain in Notion (Alternative to PARA)","Ayk Martirosyan",0,16,16,,"course","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vyGoW"
"Ultimate Online Course | Notion Template","Serj Solarkpunk | The Augmentor Academy",0,16,16,,"course","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/tDcCU"
"ChatGPT: Your Personal Chinese Language Tutor","ET",0,16,16,,"course","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/retmi"
"Accessibility checklist","Carol Mayes",0,16,16,,"template","design","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/wlcxs"
"Home Maintenance & Improvements Notion Template [Limitless OS]","Daniel Marthi",0,16,16,,"template","design","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/hzcje"
"Workout Tracker Notion Template","Productive Setups",0,16,16,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/rzffy"
"200 ChatGPT 4.0 prompts for making you a TOP storyteller","Felix' Digital Stash",0,16,16,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/tsbfv"
"Notion: Business Essentials v1.0","Notionometry",0,16,16,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/bawwe"
"Mood Master Hub Notion Template","Nagaraj",8,11,11,,"tool","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mrpza"
"Bookmarks Manager","Nihal",0,16,16,,"template","content","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nouyv"
"FREE: Notion Paycheck Budget Planner","DCODED STUDIO",0,16,16,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/gufqe"
"Free AI Tools for Stunning Images, Videos, and Audio | Easy & Professional Content Creation","NotionPlates",0,16,16,,"tool","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ufmak"
"Notion Meditation Journal","Atmos",0,16,16,,"template","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mhsaz"
"200 ChatGPT 4.0 prompts for Marketing","Felix' Digital Stash",0,16,16,,"template","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/igeqy"
"200 ChatGPT 4.0 prompts for email copywriting","Felix' Digital Stash",0,16,16,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/kcklo"
"FREE Travel Planner Notion Template 扮去一次北海道旅行計劃模板","Valerie",0,16,16,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mswpgt"
"Notion Health Hub","Saelbi",9,11,11,,"course","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ivqvg"
"Notion Brainstorming Tool for Writers","Sam Bird",0,16,16,,"tool","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nrnhpj"
"LIFE JOURNAL: Reviewing Your Past & Envisioning Your Future","Nikk",0,16,16,,"course","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vpfao"
"Notion Life OS: Second Brain - Notion Template","Ops & Insights",49.99,11,11,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/gxghy"
"Ideal customer persona (ICP): Free Notion Template + Guide","Ops & Insights",29,11,11,,"tool","crm","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/auqjm"
"PARA Method","Auctor",0,16,16,,"tool","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/amxtg"
"Ultimate Moodboard Notion Template (FREE)","Sam",0,16,16,,"template","crm","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/aqpmps"
"149 Japanese Inspired Vector Midjourney Prompts","Aivik",5,11,11,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mcimm"
"118 Social Media Midjourney Prompts","Aivik",5,11,11,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/iuqqcx"
"114 Mythical Creature Midjourney Prompts","Aivik",5,11,11,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/yvrwvu"
"144 Mysterious Liminal Places Midjourney Prompts","Aivik",5,11,11,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ztjck"
"Notion Clock Widget Bundle","Theresa Dinh",0,16,16,,"template","bundle","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/wkftb"
"Notion | Book Library - Notion AI Summary","Neat Studio (Notion for Everyday Things)",0,16,16,,"course","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/dfpxvq"
"1200+ ChatGPT Prompts for CopyWriting","Umar",0,16,16,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/klvpx"
"Notion Mastery Course","Chape",0,16,16,,"course","productivity","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/qaubi"
"Visual Hourly Planner Notion Template","Hafsah | Notion Templates",0,16,16,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/lbsxf"
"S.M.A.R.T Goals","Glendia",0,16,16,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ctgurw"
"Notion Personal Website Template","Sam Dickie",0,16,16,,"tool","content","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/gpeLW"
"Bible Study in Notion","Nora Conrad",0,16,16,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mxqzh"
"Webflow 101 - Gamified ChatGPT Course","TheVeller",0,16,16,,"course","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ezophl"
"Eisenhower Matrix Prioritization for Notion","MrPugo",0,16,16,,"tool","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ndqkhv"
"TimeBox Master (Weekly/Daily Timeboxing) for Notion","MrPugo",0,16,16,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/glaaa"
"1000+ ChatGPT Prompts for Copywriting by AppSourceHub","AppSourceHub",0,16,16,,"template","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vsxsz"
"Basic OS Notion Template","Productive Setups",0,16,16,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/adqtn"
"Sales CRM (Notion Template)","Matt Bio",9,11,11,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/346433235/lcrmu"
"The Ultimate Subscription Tracker","donbader",0,16,16,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/1056835283/vwipw"
"Notion Ultimate Life Planner","Solt Wagner",49,11,11,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/883590867/setttb"
"Notion Notes Dashboard","Solt Wagner",0,16,16,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/883590867/rbgey"
"Notion ADHD Focus Planner (CBT-Based Digital Planner)","Notion Avenue",0,2,2,319,"course","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/yxurm"
"Habit Tracker","The VA Project",0,12,12,78,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xsddi"
"Notion - Habit Tracker","M. Rizki Aiman",1,5,5,118,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/bwKrD"
"Notion Student Revision Tool","Mr. Notion Templates",0,7,7,174,"course","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/fazub"
"Fuel expense tracker","ops 31",5,5,5,112,"tool","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/gafmm"
"Digital Journal Hub","CreatorJagat",0,4,4,229,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ncartl"
"Life Planner","feelsDone.",0,4,4,229,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/hpeup"
"110 Notion Template Ideas","Red Gregory",0,15,15,,"tool","finance","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xiivw"
"Prioritised To-Do List (Eisenhower Matrix)","Carina @ ScaleUp Notion",0,15,15,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ebfzu"
"Eve.","NotesbyHugh.",15,10,10,,"course","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/kmmrw"
"Minimalist headers for Notion (Notion Covers)","Simple.ink | Notion website builder: free, fast, no-code",0,15,15,,"template","bundle","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/FVZwO"
"Easy Notion Second Brain Template","Kahana",0,15,15,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/gcawt"
"SaaS Metrics Cheat Sheet & Calculator","Carina @ ScaleUp Notion",0,15,15,,"course","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/rduics"
"Gumroad 1280x720px Product Template for Products & Promotion","Emiliano Vittoriosi",0,15,15,,"template","crm","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/mtpcbn"
"Movie Tracker","Brooke",0,15,15,,"template","business","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/gnehw"
"Notion Student Planner - BTS","Alaska Notion",3,10,10,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/izcqf"
"Notion Course Tracker","Sarvam Fating",0,15,15,,"course","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/dffmqd"
"Notion Adventure Architect","Robert",29,10,10,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vnbae"
"Notion Lead's Manager","Trendy Templates",0,15,15,,"course","crm","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/qkutw"
"All-in-One Notion Daily Planner","Matt Shelton",4.99,10,10,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/wsaet"
"Ultimate Notion Template for College Students","Matt Shelton",14.99,10,10,,"course","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/pjcqi"
"Daily Productivity Log","NotionWithZon",0,15,15,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/cobgl"
"Mental Health Journal - Notion Template","The Organized Notebook",10,10,10,,"tool","journal","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/yqwva"
"Notion Monthly Budget Tracker","Dave ✨",0,15,15,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/lhobqu"
"Notion FREE Backgrounds","Wizard",0,15,15,,"template","design","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/qwzhdt"
"Eisenhower's Priority Matrix Notion Template","Balance Your Life Tools",0,15,15,,"template","health","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/TfTus"
"FREE Notion Dashboard Template 免費Notion模板","Valerie",0,15,15,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/flaud"
"Notion Anxiety Aid | Your Personalized Anxiety Sanctuary","Talentpreneur | Home for Creative Digital Creator",14,10,10,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/wowjv"
"Notion Habit Tracker and Routines Template","Cactus Daze",0,15,15,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/bukjr"
"The Trading Suite - Notion Template","fxpabs",25,10,10,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/bhjzta"
"50+ Tools for Creators: Grow Your Brand & Monetize Your Audience","Matt Bio",0,15,15,,"course","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/retwa"
"350 ChatGPT Prompts to Master the Art of Email Marketing","Muneeb",0.99,10,10,,"tool","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/beuvn"
"Essentials Blue Notion Icons","Yousra",0,15,15,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/pukzr"
"Notion Keyboard Shortcuts (100+ Shortcuts)","heycalvins",0,15,15,,"course","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/cezjn"
"Quick Weekly Planner Notion Template","Notionionism",0,15,15,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/uyhcv"
"Reading Tracker","JNKxStudio",0,15,15,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vzcuo"
"GTD Method","JNKxStudio",0,15,15,,"tool","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ldnsjr"
"Job Tracker","Wesley Anna",0,15,15,,"tool","second-brain","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/esmbr"
"Creating Minimalistic Notion Templates","Artem Murzin",0,15,15,,"template","crm","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/dmnsr"
"Sleep Tracker","JNKxStudio",0,15,15,,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ahsip"
"70+ Notion template ideas for Notion creators","Poonam Sharma",0,15,15,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/intfwx"
"Notion Password Manager/Keeper","notionism",0,15,15,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/pyjlm"
"Reading list 📚","Meda Academy",0,15,15,,"tool","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/fsnva"
"Notion Second Brain","Menphiine",0,15,15,,"tool","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vafhh"
"Modèle Notion - Planning GANTT optimisé 📈","Lou Attal",0,15,15,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/egaazp"
"Roadmap HQ (Notion Template for Roadmap Creation & Management)","Pete — The Product Guy",7,10,10,,"template","productivity","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/sqtvx"
"Personality Archetype Test for Notion - Inspired by MBTI","Philipp Stelzel",0,15,15,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/117590867/qqhzij"
"The Hill We Climb - Amanda Gorman  | Aesthetic Notion Template Download","The Notion Bar by Frances Odera Matthews",0,2,2,300,"template","reading","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/506154195/Cvyuw"
"Notion Finance Tracker","Templates For Notion",0,15,15,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/822660307/cbsfyp"
"Notion Content Calendar","Design Freaks",8,10,10,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/1051518675/gnlno"
"Notion Company OS","Solt Wagner",29,10,10,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/883590867/foock"
"Personal Finance Tracker Spreadsheet","Sanat | The Accountant Guy (Finance Products)",9,10,10,,"tool","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/402782931/ztxij"
"Product HQ - A Notion dashboard","Hugh + Harry",50,9,9,15,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/qOvsr"
"Valentine's Day E-Card  | Aesthetic Notion Template Download","The Notion Bar by Frances Odera Matthews",0,1,1,295,"tool","reading","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/506154195/OFDzd"
"Notion Simple To Do List","Tenille",6.99,4,4,114,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/jolnv"
"Content Mastery - Perfecting YouTube","Daniel Canosa",21,3,3,194,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/799165267/qXFVp"
"Second Brain System","Studio Meraki",0,5,5,190,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/shzru"
"Premium Website Builder | Notion Templates","Alvus",10,2,2,188,"template","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zdnal"
"Notion SaaS Dashboard - Notion Template","noteway",57,6,6,63,"tool","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/todasl"
"Fitness Management Notion Template","Templatifi - Bespoke Templates",1.49,5,5,81,"template","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xjwkfk"
"Notion-Zine | Issue One (Ten Magazine Layout Blogging Templates) | Aesthetic Notion Template Download","The Notion Bar by Frances Odera Matthews",0,4,4,201,"template","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/506154195/RdfSD"
"Love Hub Notion Template [Limitless OS]","Daniel Marthi",0,14,14,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nuodk"
"AI art prompts cheat sheet Notion template","Martina Suns",4.99,9,9,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/csxsn"
"Notion Resources","Sija",0,14,14,,"course","template","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vgwhwc"
"Notion Daily Journal","Temply",0,14,14,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/uhddl"
"99 ChatGPT Prompts for Twitter Creators","Philipp Stelzel",0,14,14,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ylmrk"
"Welcome to a structured life.","Daniel Dalen",0,14,14,,"tool","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zywtda"
"The Every-Person's Zettelkasten [NOTION TEMPLATE]","Ev Chapman",0,14,14,,"template","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/vgYeD"
"🌏 Travel  Hub | Your all-in-one Travel Planner","Janice CK | @slow_is_better",0,14,14,,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ggnlb"
"UI Design Checklist","DesignerUp",0,14,14,,"tool","design","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/BriuI"
"The Beginners Guide to Notion","NotionWithZon",0,14,14,,"template","business","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ppqkgb"
"Notion Dashboard For Students","The Notion Noob",0,14,14,,"template","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/knocz"
"Social Hub Notion Template [Limitless OS]","Daniel Marthi",0,14,14,,"template","crm","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/qzbvq"
"Vocabulary Notion Template [Limitless OS]","Daniel Marthi",0,14,14,,"template","design","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/uyvqv"
"Notion Widgets - Minimal  Pack","Organizing Wonderland",0,14,14,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/jknfp"
"Skills Improvement Plan - Notion template for HR & managers","ManagerHacks by Mona",0,14,14,,"tool","crm","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/usqqy"
"Brainstorm Better","Simple. Sorted.",0,14,14,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/yszpr"
"Graduate with Confidence: Notion Student Dashboard","Notion Tinn",0,14,14,,"course","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ljbdl"
"Notion Template | Your Workspace","Lamina Notion",0.99,9,9,,"template","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/murtd"
"Creator Planner - Social Media Manager","NotionPlates",0,14,14,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/qudtv"
"Course Schedule OS for Students","My Digital Brain",0,14,14,,"course","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/zhzrr"
"Notion Second Brain - PARA System Dashboard","The Notion Noob",0,14,14,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/wwojv"
"132 Methods To Make Money with ChatGPT","Zach Matthai",0,14,14,,"template","crm","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/trans"
"Design Your Perfect Year Notion Template","Ev Chapman",0,14,14,,"template","crm","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/NLnVT"
"Notion Book Tracker","iamsourabhshen",0,14,14,,"tool","tracker","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/pgkwdi"
"Bible Journal: A Notion Template","NellieNotion Templates Creator",0,14,14,,"tool","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/cgptr"
"Superbrain - The Ultimate Notion Second Brain For Busy Achievers","Haonmade Studios",26,9,9,,"template","second-brain","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nbcjn"
"Notion - Personal Finance Tracker","Loegan",0,14,14,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ykxuh"
"Free Notion Resources - Illustrations, Icons and Wallpapers","Overflow Design",0,14,14,,"template","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/jftxxd"
"Notion Vision Board & Lebensplaner 🇩🇪","Notioneers",0,14,14,,"template","design","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ixjas"
"Free Font Tracking Planner (For Digital Planning, Bullet Journalling)","Emma Studies — Free Printables",0,14,14,,"template","planner","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/nfteoe"
"Notion Sleep Tracker","Eazypath",0,14,14,,"template","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/obkorb"
"[FREE] Ultimate College Student Planner","Juan Camilo Moreno",0,14,14,,"course","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/ftvhj"
"Midjourney Prompt Playground + Prompt Generator 🎮 💡","RARABEAST🗲",0,14,14,,"tool","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/aoahyi"
"Google Maps AI","Valdo",9,9,9,,"tool","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/lzlxo"
"PARA Dashboard - FREE","Matisway",0,14,14,,"template","dashboard","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/xhycz"
"Defining my enough - Inspired by Justin Welsh","Go Limitless",0,14,14,,"tool","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/962870099/jeuss"
"🎁 Craft Your Irresistible Offer with Notion AI","Ian Dikhtiar",0,14,14,,"tool","ai","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/145902419/llofp"
"FREELANCER OS COMPASS - Project Management Template for Notion","Philipp Stelzel",9,9,9,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/117590867/AUlGf"
"Digital Entrepreneur Bundle - Notion Template","Philipp Stelzel",39,9,9,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/117590867/mklij"
"99 ChatGPT Prompts for Twitter Creators","Philipp Stelzel",0,14,14,,"template","ai","RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/117590867/ylmrk"
"Notion Social Content Planner","Solt Wagner",9,9,9,,"tool","planner","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/883590867/lnfba"
"Creator Hub","Chris",25,9,9,,"template","dashboard","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/376061651/viconw"
"Email Wizardry: Master the Art of Writing High-converting Emails with Proven Prompts","Anmol Mishra",5,9,9,,"course","crm","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/1054015187/mqsxu"
"30+ Notion Online","iNotion",0,14,14,,"template","content","HIGHLY RECOMMENDED","partner","gumroad_new","https://gumroad.com/a/39386835/qmvzqa"
